,Price,Location,History,Millage,Ratings,Year,Make,Model,Transmission,Fuel
2252,"₦ 28,500,000","Island - SNB                                        ,Lagos",New,91Km,A,2019,Dodge,Durango,Automatic,Petrol
2253,"₦ 3,460,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"3,005Km",C,2014,Innoson,IVMG5,Automatic,Petrol
2254,"₦ 2,655,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"29,615Km",C,2013,Hyundai,Ix35,Automatic,Petrol
2255,"₦ 638,750","SNB                                        ,Owerri",Nigerian Used,"225,448Km",C,2003,Honda,Odyssey,Automatic,Petrol
2256,"₦ 695,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"292,922Km",D,2001,Toyota,4Runner,Automatic,Petrol
2257,"₦ 1,370,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"70,797Km",E,2008,Honda,Accord,Automatic,Petrol
2258,"₦ 1,145,000","Benin - SNB                                        ,Benin",Nigerian Used,"118,464Km",C,2000,Sienna,2000,Automatic,Petrol
2259,"₦ 1,045,000",Mainland 3 - SNB,Nigerian Used,"225,507Km",D,2008,Nissan,Maxima,Automatic,Petrol
2260,"₦ 930,000",Mainland 3 - SNB,Nigerian Used,"118,671Km",E,2003,Mitsubishi,Montero,Automatic,Petrol
2261,"₦ 4,182,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"248,496Km",D,2006,Toyota,Land Cruiser,Automatic,Petrol
2262,"₦ 1,145,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"217,919Km",D,2004,Toyota,4Runner,Automatic,Petrol
2263,"₦ 3,028,750","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"65,188Km",D,2012,Honda,Accord Crosstour,Automatic,Petrol
2264,"₦ 1,932,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"315,718Km",D,2006,BMW,3 Series,Automatic,Petrol
2265,"₦ 1,160,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"127,711Km",D,2004,Volkswagen,Touareg,Automatic,Petrol
2266,"₦ 2,945,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"198,316Km",C,2010,Hyundai,Genesis,Automatic,Petrol
2267,"₦ 4,380,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"87,447Km",C,2011,Toyota,Sienna,Automatic,Petrol
2268,"₦ 4,265,000","Island - SNB                                        ,Lagos",Foreign Used,"245,731Km",D,2006,Land,Rover Range Rover Sport,Automatic,Petrol
2269,"₦ 2,270,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"171,374Km",C,2007,Land,Rover Lr3,Automatic,Petrol
2270,"₦ 1,870,000","Abuja - SNB                                        ,Abuja",Foreign Used,"230,927Km",C,2000,Mercedes-Benz,Clk200,Automatic,Petrol
2271,"₦ 4,970,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"125,690Km",C,2014,Mitsubishi,Outlander,Automatic,Petrol
2272,"₦ 2,310,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"163,438Km",D,2007,Acura,Mdx,Automatic,Petrol
2273,"₦ 1,850,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"138,134Km",C,2000,Toyota,Rav4,Automatic,Petrol
2274,"₦ 2,885,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"237,304Km",D,2007,Toyota,Land Cruiser Prado,Automatic,Petrol
2275,"₦ 1,735,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"183,134Km",C,2006,Mazda,Tribute,Automatic,Petrol
2276,"₦ 2,607,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"64,624Km",C,2009,Mercedes-Benz,C350,Automatic,Petrol
2277,"₦ 1,390,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"229,225Km",C,2003,Honda,Pilot,Automatic,Petrol
2278,"₦ 642,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"182,164Km",D,1998,Toyota,Camry,Automatic,Petrol
2279,"₦ 920,000","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"99,801Km",E,1998,Lexus,Rx 300,Automatic,Petrol
2280,"₦ 3,460,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"86,096Km",C,2004,Infiniti,Qx56,Automatic,Petrol
2281,"₦ 413,750","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"238,221Km",D,2000,Nissan,Quest,Automatic,Petrol
2282,"₦ 734,500",Mainland 3 - SNB,Nigerian Used,"188,441Km",D,1999,Toyota,Corolla,Automatic,Petrol
2283,"₦ 2,310,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"15,279Km",C,2013,Hyundai,Genesis,Automatic,Petrol
2284,"₦ 3,805,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"10,854Km",C,2012,Hyundai,Ix35,Automatic,Petrol
2285,"₦ 1,390,000",Mainland 3 - SNB,Nigerian Used,"104,679Km",C,2005,Nissan,Pathfinder,Automatic,Petrol
2286,"₦ 1,897,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"344,734Km",C,2006,Toyota,Sienna,Automatic,Petrol
2287,"₦ 665,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"100,715Km",D,2002,Mazda,Mpv,Automatic,Petrol
2288,"₦ 4,035,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"148,598Km",C,2012,Mercedes-Benz,C300,Automatic,Petrol
2289,"₦ 470,000","Island - SNB                                        ,Lagos",Nigerian Used,"807,036Km",E,2001,Infiniti,Qx,Automatic,Petrol
2290,"₦ 1,595,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"230,162Km",C,2004,Toyota,Sienna,Automatic,Petrol
2291,"₦ 1,160,000",Mainland 3 - SNB,Foreign Used,"151,899Km",D,1999,Acura,Tl,Automatic,Petrol
2292,"₦ 2,425,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"112,581Km",D,2008,Toyota,Avalon,Automatic,Petrol
2293,"₦ 5,185,000","Abuja - SNB                                        ,Abuja",Foreign Used,"181,647Km",C,2008,Mercedes-Benz,Ml350,Automatic,Petrol
2294,"₦ 2,310,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"149,559Km",D,2004,Porsche,Cayenne,Automatic,Petrol
2295,"₦ 9,210,000","Island - SNB                                        ,Lagos",Nigerian Used,"22,121Km",D,2017,Toyota,Rav4,Automatic,Petrol
2296,"₦ 2,310,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"182,973Km",C,2007,Saturn,AURA,Automatic,Petrol
2297,"₦ 6,657,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"46,337Km",B,2011,Cadillac,Srx,Automatic,Petrol
2298,"₦ 1,763,750","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"161,829Km",D,2010,Toyota,Corolla,Automatic,Petrol
2299,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"251,265Km",C,0000,Toyota,Corolla,Automatic,Petrol
2300,"₦ 7,025,000",Mainland 3 - SNB,Foreign Used,"100,336Km",E,2013,Toyota,Highlander,Automatic,Petrol
2301,"₦ 3,230,000","Onitsha - SNB                                        ,Onitsha",Foreign Used,"183,999Km",E,2004,Toyota,4Runner,Automatic,Petrol
2302,"₦ 976,250","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"78,765Km",D,2006,Dodge,Charger,Automatic,Petrol
2303,"₦ 4,295,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"50,064Km",,2010,Land,Rover Range Rover HSE,Automatic,Petrol
2304,"₦ 3,460,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"106,058Km",D,2012,Volkswagen,CC,Automatic,Petrol
2305,"₦ 4,610,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"120,967Km",C,2009,BMW,7 Series,Automatic,Petrol
2306,"₦ 5,082,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"26,608Km",C,2015,Kia,Sportage,Automatic,Petrol
2307,"₦ 642,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"273,552Km",C,1994,Mazda,323,Automatic,Petrol
2308,"₦ 11,510,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"112,334Km",C,2007,Mercedes-Benz,G500,Automatic,Petrol
2309,"₦ 3,115,000",Mainland 3 - SNB,Foreign Used,"119,642Km",C,2010,Toyota,Corolla,Automatic,Petrol
2310,"₦ 1,257,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"152,647Km",D,2003,Toyota,Corolla,Automatic,Petrol
2311,"₦ 920,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"166,797Km",E,2003,BMW,318i,Automatic,Petrol
2312,"₦ 2,310,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"81,025Km",C,2010,Honda,Accord,Automatic,Petrol
2313,"₦ 4,380,000",Mainland 3 - SNB,Foreign Used,"127,687Km",C,2013,Hyundai,Sonata,Automatic,Petrol
2314,"₦ 1,390,000",Mainland 3 - SNB,Nigerian Used,"105,762Km",E,2003,Toyota,Corolla,Automatic,Petrol
2315,"₦ 2,540,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"128,773Km",D,2006,Lexus,Es 350,Automatic,Petrol
2316,"₦ 14,960,000","Abuja - SNB                                        ,Abuja",Foreign Used,"82,377Km",B,2016,Mercedes-Benz,C300,Automatic,Petrol
2317,"₦ 3,920,000","Port Harcourt - SNB                                        ,Port Harcourt",Foreign Used,"161,898Km",C,2007,Lexus,Rx,Automatic,Petrol
2318,"₦ 3,200,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"75,216Km",C,2010,Toyota,Corolla,Automatic,Petrol
2319,"₦ 4,520,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"153,364Km",D,2013,Mercedes-Benz,C250,Automatic,Petrol
2320,"₦ 1,707,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"102,734Km",C,2007,Acura,Tl,Automatic,Petrol
2321,"₦ 1,045,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"270,825Km",C,2006,Nissan,Sentra,Automatic,Petrol
2322,"₦ 930,000",Asaba - SNB,Nigerian Used,"250,484Km",D,2005,Honda,Accord,Automatic,Petrol
2323,"₦ 987,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"283,624Km",D,1999,Lexus,Es 300,Automatic,Petrol
2324,"₦ 1,045,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"75,012Km",D,2011,Mitsubishi,Lancer,Automatic,Petrol
2325,"₦ 1,562,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"107,395Km",E,2004,Honda,Pilot,Automatic,Petrol
2326,"₦ 2,720,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"65,251Km",C,2012,Toyota,Camry,Automatic,Petrol
2327,"₦ 526,250","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"255,331Km",D,1994,Toyota,Camry,Automatic,Petrol
2328,"₦ 751,250",Mainland 3 - SNB,Nigerian Used,"153,760Km",D,2006,Kia,Sedona,Automatic,Petrol
2329,"₦ 4,520,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"45,235Km",E,2011,Ford,Edge,Automatic,Petrol
2330,"₦ 3,957,500","Port Harcourt - SNB                                        ,Port Harcourt",Foreign Used,"205,166Km",C,2005,Ford,F-150,Automatic,Petrol
2331,"₦ 3,345,000",Mainland 3 - SNB,Foreign Used,"69,553Km",C,2010,Toyota,Corolla,Automatic,Petrol
2332,"₦ 1,482,500",Sango-Ota -SNB,Nigerian Used,"245,804Km",D,2006,Toyota,Avalon,Automatic,Petrol
2333,"₦ 2,540,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"131,713Km",D,2014,Hyundai,Elantra,Automatic,Petrol
2334,"₦ 2,270,000","Island - SNB                                        ,Lagos",Foreign Used,"81,674Km",D,2011,Nissan,Versa,Automatic,Petrol
2335,"₦ 1,370,000","Abuja - SNB                                        ,Abuja",Foreign Used,"160,154Km",C,2006,Infiniti,G,Automatic,Petrol
2336,"₦ 8,635,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"30,866Km",B,2013,Audi,A7,Automatic,Petrol
2337,"₦ 29,000,000","Island - SNB                                        ,Lagos",New,128Km,A,2019,Dodge,Durango,Automatic,Petrol
2338,"₦ 6,910,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"26,409Km",D,2015,Lexus,Rx,Automatic,Petrol
2339,"₦ 1,447,500","SNB                                        ,Owerri",Nigerian Used,"283,385Km",C,2003,Toyota,COROLLA,Automatic,Petrol
2340,"₦ 1,697,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"64,440Km",D,2014,Skoda,Octavia,Automatic,Petrol
2341,"₦ 2,655,000","Island - SNB                                        ,Lagos",Nigerian Used,"173,979Km",D,2008,Land,Rover Range Rover HSE,Automatic,Petrol
2342,"₦ 863,750","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"150,733Km",D,2002,Toyota,Avalon,Automatic,Petrol
2343,"₦ 1,145,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"165,641Km",D,2003,Infiniti,FX35,Automatic,Petrol
2344,"₦ 1,735,000","Island - SNB                                        ,Lagos",Nigerian Used,"81,730Km",D,2008,Nissan,Pathfinder,Automatic,Petrol
2345,"₦ 2,310,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"264,333Km",C,2011,Toyota,Corolla,Automatic,Petrol
2346,"₦ 585,000",Mainland 3 - SNB,Nigerian Used,"117,341Km",D,1998,Honda,Cr-V,Automatic,Petrol
2347,"₦ 20,710,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"33,327Km",B,2011,Toyota,Land Cruiser Prado,Automatic,Petrol
2348,"₦ 1,820,000",Mainland 3 - SNB,Nigerian Used,"73,557Km",D,2014,MG,350s,Automatic,Petrol
2349,"₦ 2,425,000",Asaba - SNB,Foreign Used,"123,796Km",C,2007,Toyota,Camry,Automatic,Petrol
2350,"₦ 1,160,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"193,359Km",E,2007,Ford,Edge,Automatic,Petrol
2351,"₦ 1,735,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"188,875Km",C,2005,Honda,Odyssey,Automatic,Petrol
2352,"₦ 2,760,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"173,290Km",D,2007,Lexus,Es 350,Automatic,Petrol
2353,"₦ 1,160,000","Island - SNB                                        ,Lagos",Nigerian Used,"179,047Km",E,2011,Kia,Cerato,Automatic,Petrol
2354,"₦ 3,690,000","Abuja - SNB                                        ,Abuja",Foreign Used,"127,546Km",D,2010,Volkswagen,Tiguan,Automatic,Petrol
2355,"₦ 1,735,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"117,155Km",D,2007,Toyota,Camry,Automatic,Petrol
2356,"₦ 1,492,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"76,596Km",D,2010,Honda,Accord,Automatic,Petrol
2357,"₦ 2,663,750","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"137,500Km",C,2012,Honda,Odyssey,Automatic,Petrol
2358,"₦ 582,500",CARS45 GRA Phase 2 Port Harcourt,Nigerian Used,2002,D,NG-594820,Nissan,Altima,Automatic,Petrol
2359,"₦ 8,635,000",Mainland 3 - SNB,Nigerian Used,"29,009Km",B,2014,Toyota,Camry,Automatic,Petrol
2360,"₦ 4,610,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"66,491Km",C,2008,Mercedes-Benz,Gl450,Automatic,Petrol
2361,"₦ 1,275,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"201,654Km",C,2006,Mercedes-Benz,C280,Automatic,Petrol
2362,"₦ 1,735,000",Mainland 3 - SNB,Nigerian Used,"161,088Km",D,2006,Toyota,Camry,Automatic,Petrol
2363,"₦ 2,310,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"67,887Km",B,2013,Nissan,Almera,Automatic,Petrol
2364,"₦ 3,690,000",Mainland 3 - SNB,Foreign Used,"75,646Km",C,2012,Honda,Accord,Automatic,Petrol
2365,"₦ 4,520,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"21,308Km",C,2011,Cadillac,Escalade,Automatic,Petrol
2366,"₦ 9,210,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"48,502Km",E,2010,Toyota,Land Cruiser Prado,Automatic,Petrol
2367,"₦ 3,001,250",CARS45 Akute,Nigerian Used,"80,497Km",C,2005,Mercedes-Benz,Slk350,Automatic,Petrol
2368,"₦ 3,957,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"124,776Km",D,2012,Mitsubishi,Pajero,Automatic,Petrol
2369,"₦ 2,310,000","Island - SNB                                        ,Lagos",Nigerian Used,"197,521Km",D,2006,Lexus,Es,Automatic,Petrol
2370,"₦ 1,965,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"160,270Km",D,2003,Mercedes-Benz,E320,Automatic,Petrol
2371,"₦ 2,252,500","Mainland 1 - SNB                                        ,Lagos",Foreign Used,1Km,D,2002,BMW,X5,Automatic,Petrol
2372,"₦ 5,185,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"33,746Km",C,2015,Toyota,Camry,Automatic,Petrol
2373,"₦ 1,595,000",Mainland 3 - SNB,Nigerian Used,"181,558Km",E,2005,Nissan,Pathfinder,Automatic,Petrol
2374,"₦ 4,610,000",Mainland 3 - SNB,Foreign Used,"153,121Km",D,2012,Toyota,Venza,Automatic,Petrol
2375,"₦ 3,460,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"109,240Km",D,2011,Toyota,Camry,Automatic,Petrol
2376,"₦ 2,885,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"186,785Km",E,2006,Jeep,Grand Cherokee,Automatic,Petrol
2377,"₦ 2,270,000","Island - SNB                                        ,Lagos",Nigerian Used,"110,489Km",E,2010,F-150,2010,Automatic,Petrol
2378,"₦ 628,750","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"172,109Km",D,2000,Nissan,Xterra,Automatic,Petrol
2379,"₦ 1,160,000",Mainland 3 - SNB,Nigerian Used,"190,886Km",D,2004,Volkswagen,Touareg,Automatic,Petrol
2380,"₦ 5,645,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"35,634Km",C,2014,5,Series 2014,Automatic,Petrol
2381,"₦ 4,610,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"136,336Km",C,2012,Honda,Pilot,Automatic,Petrol
2382,"₦ 4,610,000","Island - SNB                                        ,Lagos",Nigerian Used,"54,153Km",C,2012,Peugeot,508,Automatic,Petrol
2383,"₦ 1,707,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"285,743Km",D,2009,Honda,Cr-V,Automatic,Petrol
2384,"₦ 807,500",Mainland 3 - SNB,Nigerian Used,"152,613Km",D,1999,Toyota,Avensis,Automatic,Petrol
2385,"₦ 920,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"111,297Km",C,2005,Honda,Odyssey,Automatic,Petrol
2386,"₦ 1,370,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"149,944Km",D,2009,Toyota,Corolla,Automatic,Petrol
2387,"₦ 4,322,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"131,608Km",C,2008,Toyota,Highlander,Automatic,Petrol
2388,"₦ 1,786,250",Mainland 3 - SNB,Foreign Used,"133,422Km",C,2007,Jeep,Grand Cherokee,Automatic,Petrol
2389,"₦ 930,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"2,034,555Km",D,2000,Toyota,Sienna,Automatic,Petrol
2390,"₦ 2,270,000","Abuja - SNB                                        ,Abuja",Foreign Used,"208,154Km",C,2006,Mercedes-Benz,E350,Automatic,Petrol
2391,"₦ 3,000,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"144,129Km",E,2008,Toyota,Camry,Automatic,Petrol
2392,"₦ 3,460,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"40,973Km",C,2007,Mercedes-Benz,Ml350,Automatic,Petrol
2393,"₦ 1,045,000",Mainland 3 - SNB,Nigerian Used,"168,934Km",D,2000,Honda,Hr-V,Automatic,Petrol
2394,"₦ 1,707,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"80,124Km",D,2011,Taurus,2011,Automatic,Petrol
2395,"₦ 3,230,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"41,543Km",C,2012,Volkswagen,Passat,Automatic,Petrol
2396,"₦ 470,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"252,464Km",C,1997,Volvo,X40,Automatic,Petrol
2397,"₦ 1,390,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"164,756Km",D,2009,Honda,Accord,Automatic,Petrol
2398,"₦ 2,770,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"126,591Km",D,2004,Lexus,Rx 330,Automatic,Petrol
2399,"₦ 642,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"286,150Km",,2001,Toyota,Solara,Automatic,Petrol
2400,"₦ 1,965,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"135,356Km",C,2007,Mercedes-Benz,E350,Automatic,Petrol
2401,"₦ 1,608,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"332,227Km",C,2006,Honda,Pilot,Automatic,Petrol
2402,"₦ 1,707,500",Mainland 3 - SNB,Foreign Used,"217,500Km",C,2007,Lincoln,Mkz,Automatic,Petrol
2403,"₦ 1,562,500","SNB                                        ,Owerri",Nigerian Used,"280,387Km",C,2002,Mercedes-Benz,E320,Automatic,Petrol
2404,"₦ 4,610,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"137,337Km",D,2010,Toyota,Venza,Automatic,Petrol
2405,"₦ 9,020,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"21,977Km",B,2017,Peugeot,508,Automatic,Petrol
2406,"₦ 7,485,000","SNB                                        ,Owerri",Nigerian Used,"87,624Km",B,2015,Toyota,Avalon,Automatic,Petrol
2407,"₦ 4,035,000","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"34,467Km",B,2013,Nissan,Teana,Automatic,Petrol
2408,"₦ 1,735,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"69,761Km",C,2006,Land,Rover Lr3,Automatic,Petrol
2409,"₦ 1,850,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"177,556Km",E,2010,Land,Rover Lr2,Automatic,Petrol
2410,"₦ 14,960,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"44,262Km",,2012,Toyota,Land Cruiser Prado,Automatic,Petrol
2411,"₦ 4,150,000",Mainland 3 - SNB,Foreign Used,"188,367Km",C,2011,Mercedes-Benz,C300,Automatic,Petrol
2412,"₦ 2,310,000","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"74,197Km",C,2006,Mercedes-Benz,Ml550,Automatic,Petrol
2413,"₦ 582,500","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"267,382Km",D,2000,Honda,Accord,Automatic,Petrol
2414,"₦ 3,172,500",420f1cca-9f8a-4ffb-a8bd-c238d96b4b39,Foreign Used,"198,103Km",C,2008,Mercedes-Benz,C300,Automatic,Petrol
2415,"₦ 6,910,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"188,576Km",C,2004,BMW,ALPINA,Automatic,Petrol
2416,"₦ 1,145,000","Kaduna SNB                                        ,Kaduna",Nigerian Used,"99,999Km",D,2008,Honda,Accord,Automatic,Petrol
2417,"₦ 4,610,000","Island - SNB                                        ,Lagos",Nigerian Used,"181,959Km",C,2008,Mercedes-Benz,Gl550,Automatic,Petrol
2418,"₦ 1,707,500",Mainland 3 - SNB,Nigerian Used,2006,D,NG-591453,Mercedes-Benz,Cls500,Automatic,Petrol
2419,"₦ 2,885,000","Abuja - SNB                                        ,Abuja",Foreign Used,"74,248Km",E,2007,Toyota,Camry,Automatic,Petrol
2420,"₦ 3,620,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"91,379Km",C,2014,Ford,Edge,Automatic,Petrol
2421,"₦ 3,690,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"122,687Km",C,2006,Land,Rover Range Rover Sport,Automatic,Petrol
2422,"₦ 6,910,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"93,469Km",C,2012,Mercedes-Benz,Gl450,Automatic,Petrol
2423,"₦ 10,935,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"92,289Km",B,2018,Honda,Accord,Automatic,Petrol
2424,"₦ 470,000",Mainland 3 - SNB,Nigerian Used,"177,329Km",D,2004,Nissan,Maxima,Automatic,Petrol
2425,"₦ 1,965,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"207,493Km",C,2005,Mercedes-Benz,E350,Automatic,Petrol
2426,"₦ 930,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"94,551Km",,2003,Mercedes-Benz,E270,Automatic,Petrol
2427,"₦ 1,735,000",Sango-Ota -SNB,Nigerian Used,"189,391Km",D,2010,Volkswagen,Tiguan,Automatic,Petrol
2428,"₦ 432,625","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"110,495Km",E,2001,Ford,Windstar,Automatic,Petrol
2429,"₦ 2,770,000",Mainland 3 - SNB,Foreign Used,"249,924Km",E,2003,Toyota,4Runner,Automatic,Petrol
2430,"₦ 4,265,000",Mainland 3 - SNB,Nigerian Used,"91,195Km",D,2009,Toyota,Venza,Automatic,Petrol
2431,"₦ 1,045,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"60,636Km",D,2006,Nissan,Armada,Automatic,Petrol
2432,"₦ 2,945,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"195,930Km",C,2010,Honda,Odyssey,Automatic,Petrol
2433,"₦ 3,230,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"85,436Km",C,2010,Toyota,Sienna,Automatic,Petrol
2434,"₦ 638,750","Abuja - SNB                                        ,Abuja",Nigerian Used,"312,705Km",D,1997,Toyota,Camry,Automatic,Petrol
2435,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"251,382Km",D,1999,Toyota,Solara,Automatic,Petrol
2436,"₦ 1,313,750","Abuja - SNB                                        ,Abuja",Nigerian Used,"165,187Km",C,2005,Nissan,Pathfinder,Automatic,Petrol
2437,"₦ 2,540,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"141,054Km",C,2007,Land,Rover Range Rover Sport,Automatic,Petrol
2438,"₦ 2,045,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"93,000Km",C,2007,Toyota,Rav4,Automatic,Petrol
2439,"₦ 723,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"160,320Km",E,2003,Mazda,Mpv,Automatic,Petrol
2440,"₦ 1,145,000","SNB                                        ,Owerri",Nigerian Used,"237,033Km",C,2005,Nissan,Pathfinder,Automatic,Petrol
2441,"₦ 757,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"150,286Km",D,2004,Nissan,Xterra,Automatic,Petrol
2442,"₦ 8,060,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"109,523Km",C,2012,Land,Rover Range Rover Evoque,Automatic,Petrol
2443,"₦ 987,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"120,342Km",D,2006,Honda,Accord,Automatic,Petrol
2444,"₦ 8,635,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"56,126Km",C,2015,Toyota,Highlander,Automatic,Petrol
